,id,titulo,label,canal,data_upload,categoria,tags,duracao_segundos,link,visualizacoes,quantidade_likes,query,tempo_desde_pub,visualizacoes_por_dia
275,watch?v=uQnI5dsd2eM,Machine learning and deep learning: what's the difference?,0,Bitesize Bio,2023-04-19,['Science & Technology'],,133.0,https://www.youtube.com/watch?v=uQnI5dsd2eM,6,0.0,machine+learning,1.0,6.0
276,watch?v=9_Z_0bAyx_Y,Exploring Machine Learning Methods for Music Generation | Sean Findlay | NWB23,1,CHJugendForscht,2023-04-19,['Science & Technology'],,91.0,https://www.youtube.com/watch?v=9_Z_0bAyx_Y,12,0.0,machine+learning,1.0,12.0
277,watch?v=bpEh_Z1KURA,Podcast | Learning Theories | WHAT IS MACHINE LEARNING? #learningtheory #learningtheories #podcast,0,Jessie Roces Agudo Ed.D,2023-04-19,['Education'],"['learning theory', 'learning theories', 'learning theories in education', 'machine learning', 'podcast', 'podcasting', 'Jessie Roces Agudo Ed.D Channel']",939.0,https://www.youtube.com/watch?v=bpEh_Z1KURA,5,0.0,machine+learning,1.0,5.0
278,watch?v=nMhc2dDveG4,Building Abalone Age Prediction Machine Learning Models | ML Projects | Urdu Hindi,0,ChatGPT Master,2023-04-19,['People & Blogs'],"['deep learning python', 'AI python', 'projects in python', 'Ai', 'Data science python', 'NLP python', 'Abalon', 'Age prediction', 'Machine learning', 'Flask website', 'Data science', 'Python', 'Predictive analytics', 'Regression analysis', 'Artificial intelligence', 'Neural networks', 'Computer vision', 'Image processing', 'Big data', 'Statistical modeling', 'Data visualization', 'Deep learning', 'Training model', 'Flask app', 'Predictive modeling', 'Predictive maintenance', 'numpy', 'sklearn', 'pandas', 'feature engineering', 'scalling']",5243.0,https://www.youtube.com/watch?v=nMhc2dDveG4,6,2.0,machine+learning,1.0,6.0
279,watch?v=LCTJcCPh_Ao,Machine Learning - Zero - Hero (Lecture-2),0,Codanics,2023-04-19,['Education'],"['artificial intelligence', 'machine learning', 'zero to hero', 'artificial intelligence tutorial', 'what is artificial intelligence', 'ai', 'what is machine learning', 'machine learning tutorial', 'machine learning tutorial for beginners', 'codanics']",8998.0,https://www.youtube.com/watch?v=LCTJcCPh_Ao,543,32.0,machine+learning,1.0,543.0
280,watch?v=uJgGucvdoRA,Machine Learning MCQ - 78 | Aurosoft Technologies #machinelearning #mcq,0,Aurosoft Technologies,2023-04-19,['Education'],"['aurosoft technologies', 'online training', 'machine learning', 'machine learning mcq', 'mcqs on machine learning', 'machine learning lecture', 'machine learning tutorial', 'machine learning mcq questions', 'machine learning mcq with answers', 'deep learning', 'machine learning mcq question answer', 'mcqs on ml concepts', '110tut', 'bca machine learning mcq', 'interview question & answer', 'ml mcq', 'aurosoft visnagar', 'most important mcqs', 'engineering mcqs', 'omr', 'machine learning mcqs test']",55.0,https://www.youtube.com/watch?v=uJgGucvdoRA,0,0.0,machine+learning,1.0,0.0
281,watch?v=WO0y60OWxrA,Machine Learning NeEDS Mathematical Optimization with Prof Emma Frejinger,1,NeEDS - Network of European Data Scientists,2023-04-19,['Science & Technology'],,3140.0,https://www.youtube.com/watch?v=WO0y60OWxrA,24,0.0,machine+learning,1.0,24.0
282,watch?v=bjCOzduANqw,Machine Learning MCQ - 77 | Aurosoft Technologies #machinelearning #mcq,0,Aurosoft Technologies,2023-04-19,['Education'],"['aurosoft technologies', 'online training', 'machine learning', 'machine learning mcq', 'mcqs on machine learning', 'machine learning lecture', 'machine learning tutorial', 'machine learning mcq questions', 'machine learning mcq with answers', 'deep learning', 'machine learning mcq question answer', 'mcqs on ml concepts', '110tut', 'bca machine learning mcq', 'interview question & answer', 'ml mcq', 'aurosoft visnagar', 'most important mcqs', 'engineering mcqs', 'omr', 'machine learning mcqs test']",47.0,https://www.youtube.com/watch?v=bjCOzduANqw,0,0.0,machine+learning,1.0,0.0
283,watch?v=KXfh85KAtrU,Machine Learning MCQ - 77 | 110tutorials #machinelearning #mcq,0,110 Tutorials,2023-04-19,['Education'],"['110tutorials', 'online training', 'machine learning', 'machine learning mcq', 'mcqs on machine learning', 'machine learning lecture', 'machine learning tutorial', 'machine learning mcq questions', 'machine learning mcq with answers', 'deep learning', 'machine learning mcq question answer', 'mcqs on ml concepts']",47.0,https://www.youtube.com/watch?v=KXfh85KAtrU,0,0.0,machine+learning,1.0,0.0
284,watch?v=bumJQBG5sPQ,Machine Learning MCQ - 76 | Aurosoft Technologies #machinelearning #mcq,0,Aurosoft Technologies,2023-04-18,['Education'],"['aurosoft technologies', 'online training', 'machine learning', 'machine learning mcq', 'mcqs on machine learning', 'machine learning lecture', 'machine learning tutorial', 'machine learning mcq questions', 'machine learning mcq with answers', 'deep learning', 'machine learning mcq question answer', 'mcqs on ml concepts', '110tut', 'bca machine learning mcq', 'interview question & answer', 'ml mcq', 'aurosoft visnagar', 'most important mcqs', 'engineering mcqs', 'omr', 'machine learning mcqs test']",47.0,https://www.youtube.com/watch?v=bumJQBG5sPQ,0,0.0,machine+learning,2.0,0.0
285,watch?v=86XQp0qm--g,Machine Learning MCQ - 75 | Aurosoft Technologies #machinelearning #mcq,0,Aurosoft Technologies,2023-04-18,['Education'],"['aurosoft technologies', 'online training', 'machine learning', 'machine learning mcq', 'mcqs on machine learning', 'machine learning lecture', 'machine learning tutorial', 'machine learning mcq questions', 'machine learning mcq with answers', 'deep learning', 'machine learning mcq question answer', 'mcqs on ml concepts', '110tut', 'bca machine learning mcq', 'interview question & answer', 'ml mcq', 'aurosoft visnagar', 'most important mcqs', 'engineering mcqs', 'omr', 'machine learning mcqs test']",47.0,https://www.youtube.com/watch?v=86XQp0qm--g,0,0.0,machine+learning,2.0,0.0
286,watch?v=ZZKG-saFBuU,Supervised Learning Classification of Machine Learning| Engineering Exam | True Engineer,1,True Engineer,2023-04-18,['Education'],"['machine Learning important questions', 'machine Learning course in hindi', 'true Engineer important questions', '6 semester important questions', 'rgpv important questions', 'aktu important questions', 'rgpv exam', 'ml aktu important', 'ml rgpv important', 'ml course', 'Supervised learning', 'classification of Machine Learning']",700.0,https://www.youtube.com/watch?v=ZZKG-saFBuU,30,3.0,machine+learning,2.0,15.0
287,watch?v=bdD6NRDymjc,Basics of Machine Learning | Machine Learning Course in Hindi | True Engineer,0,True Engineer,2023-04-18,['Education'],"['machine Learning important questions', 'true Engineer important questions', '6 semester important questions', 'machine Learning in hindi', 'true Engineer', 'rgpv important questions', '6 semester important', 'machine Learning', 'computer Network Important Questions', 'ml', 'ml in hindi']",869.0,https://www.youtube.com/watch?v=bdD6NRDymjc,86,8.0,machine+learning,2.0,43.0
288,watch?v=nC_SVafHm0o,tReads - Predicting Machine Learning Moat,0,treflatface,2023-04-18,['Education'],,2754.0,https://www.youtube.com/watch?v=nC_SVafHm0o,9,0.0,machine+learning,2.0,4.5
289,watch?v=JUJgChy_Knk,Neural network||19UCS603-Artificial Intelligence and Machine Learning,0,Thasfeena Afroj,2023-04-18,['People & Blogs'],,125.0,https://www.youtube.com/watch?v=JUJgChy_Knk,3,3.0,machine+learning,2.0,1.5
290,watch?v=L8lZtSCDXwo,Part#5 Sistem Deteksi Phishing dengan Machine Learning - Visualizing the Data,0,Serverkoding,2023-04-18,['Science & Technology'],"['System dection phishing machine learning', 'sistem deteksi phishing machine learning', 'url phishing detection', 'visializing the data url phishing', 'PhishingDetection', 'PhishingMachineLearning', 'CyberSecurity', 'MachineLearning', 'DataSecurity', 'DigitalSecurity', 'AI', 'ArtificialIntelligence', 'ITSecurity', 'InformationSecurity', 'OnlineSecurity', 'CyberCrime', 'CyberThreats', 'CyberAttacks', 'DataProtection', 'OnlineProtection', 'InternetSecurity', 'PhishingAttacks', 'TechnologySecurity']",881.0,https://www.youtube.com/watch?v=L8lZtSCDXwo,17,8.0,machine+learning,2.0,8.5
291,watch?v=8SLstoLp9wo,AI in Action: Real-World Applications of Machine Learning and Deep Learning,0,The FactsTube,2023-04-18,['People & Blogs'],"['shorts', 'trending', 'trendingshorts', 'thefactstube', 'facts', 'learn', 'how', 'fact', 'why', 'what', 'amazing', 'mind blowing', 'ai', 'future']",59.0,https://www.youtube.com/watch?v=8SLstoLp9wo,1,2.0,machine+learning,2.0,0.5
292,watch?v=K_Lr4Y2QW8A,The 10 Best AI & Machine Learning Tools for Marketing,0,PI.EXCHANGE,2023-04-18,['Science & Technology'],"['machine learning', 'ml', 'ai', 'artificial intelligence', 'customer churn', 'customer churn prediction', 'predicting customer churn', 'machine learning solution', 'machine learning solution template', 'ml template', 'marketers', 'data analyst', 'growth marketing', 'content marketing', 'marketing tips', 'marketing strategy', 'customer retention']",68.0,https://www.youtube.com/watch?v=K_Lr4Y2QW8A,2,0.0,machine+learning,2.0,1.0
293,watch?v=_rBDuFLDOLg,"Machine learning, en la ciudad 01 ch sh",0,CigTronix_,2023-04-18,['Science & Technology'],"['aiart', 'lookbook', 'aibeauty', 'stablediffusion', 'inteligencia artificial', 'aprendizaje automático', 'redes neuronales']",23.0,https://www.youtube.com/watch?v=_rBDuFLDOLg,0,0.0,machine+learning,2.0,0.0
294,watch?v=u_Xy5lfsOxI,"boss says""follow the instructions on the screen"" #cnc #machine #machinelearning #funny #funnyshorts",0,NoGameNoGlory237,2023-04-18,['Gaming'],,9.0,https://www.youtube.com/watch?v=u_Xy5lfsOxI,1,10.0,machine+learning,2.0,0.5
295,watch?v=Ud4DA87ubSA,Python Series | Lesson 81 | Machine Learning | AI | Tutorials #shorts,0,Machine Learning | AI | Rakesh,2023-04-18,['Science & Technology'],,28.0,https://www.youtube.com/watch?v=Ud4DA87ubSA,152,2.0,machine+learning,2.0,76.0
296,watch?v=Xi5rU16cH9Y,Machine Learning MCQ - 70 | Aurosoft Technologies #machinelearning #mcq,0,Aurosoft Technologies,2023-04-18,['Education'],"['aurosoft technologies', 'online training', 'machine learning', 'machine learning mcq', 'mcqs on machine learning', 'machine learning lecture', 'machine learning tutorial', 'machine learning mcq questions', 'machine learning mcq with answers', 'deep learning', 'machine learning mcq question answer', 'mcqs on ml concepts', '110tut', 'bca machine learning mcq', 'interview question & answer', 'ml mcq', 'aurosoft visnagar', 'most important mcqs', 'engineering mcqs', 'omr', 'machine learning mcqs test']",57.0,https://www.youtube.com/watch?v=Xi5rU16cH9Y,0,0.0,machine+learning,2.0,0.0
297,watch?v=xlGiQz1PXgc,Machine Learning for Evolving Applications (3/3): Building Models,1,Microsoft Reactor,2023-04-18,['Science & Technology'],,3713.0,https://www.youtube.com/watch?v=xlGiQz1PXgc,108,9.0,machine+learning,2.0,54.0
298,watch?v=HkIH9f6ZY74,Machine Learning: Lecture 25: Logistic regression,0,UofU Data Science,2023-04-18,['Education'],,4843.0,https://www.youtube.com/watch?v=HkIH9f6ZY74,10,0.0,machine+learning,2.0,5.0
299,watch?v=ZCOrhwObpmM,GBP/JPY  || Sell Order -  Price Action signal by Machine Learning and Artificial Intelligence,0,Forex AI Signals,2023-04-18,['Howto & Style'],,157.0,https://www.youtube.com/watch?v=ZCOrhwObpmM,2,0.0,machine+learning,2.0,1.0
300,watch?v=a-NkcNpf8Ho,Machine Learning vs. Deep Learning: What's the Difference?,1,ShahidBytes,2023-04-18,['Science & Technology'],"['Machine learning', 'deep learning', 'artificial intelligence', 'AI', 'neural networks', 'data science', 'algorithms', 'supervised learning', 'unsupervised learning', 'reinforcement learning', 'computer vision', 'natural language processing', 'predictive analytics', 'big data', 'pattern recognition', 'decision making', 'training data', 'feature engineering', 'backpropagation', 'convolutional neural networks', 'recurrent neural networks', 'gradient descent', 'overfitting', 'underfitting.']",305.0,https://www.youtube.com/watch?v=a-NkcNpf8Ho,4,0.0,machine+learning,2.0,2.0
301,watch?v=uG9yBTvbMsY,Top 10 Machine Learning Applications and Examples in 2023,0,Yanet Cesaire,2023-04-18,['People & Blogs'],,322.0,https://www.youtube.com/watch?v=uG9yBTvbMsY,0,0.0,machine+learning,2.0,0.0
302,watch?v=IGKDeqItZl8,An Introduction to Machine Learning and Its Relation to Information Theory | Mitja Proença,0,CHJugendForscht,2023-04-18,['Science & Technology'],,86.0,https://www.youtube.com/watch?v=IGKDeqItZl8,5,0.0,machine+learning,2.0,2.5
303,watch?v=a9NbHfKrZXc,Comprendre Les Concepts De Biais Et De Variance En Machine Learning - Compromis Biais-Variance,1,LeCoinStat,2023-04-18,['Education'],"['Data Science', 'IA', 'Statistique', 'Data Scientist', 'Statisticien', 'LeCoinStat', 'Le Coin Stat', 'Natacha NJONGWA YEPNGA', 'machinelearning', 'machine learning', 'biais', 'variance', 'compromis bias variance', 'compromis biais variance', 'bias variance tradeoff']",327.0,https://www.youtube.com/watch?v=a9NbHfKrZXc,78,12.0,machine+learning,2.0,39.0
304,watch?v=ruPvdbDSm0o,Experiencing Rapid Prototyping of Machine Learning Based Multimedia Applications in Rapsai,0,ACM SIGCHI,2023-04-18,['Science & Technology'],"['CHI 2023', 'SIGCHI']",30.0,https://www.youtube.com/watch?v=ruPvdbDSm0o,4,0.0,machine+learning,2.0,2.0
305,watch?v=3lKA2ZBGCPc,Rapsai: Accelerating Machine Learning Prototyping of Multimedia Applications through Visual Progr...,0,ACM SIGCHI,2023-04-18,['Science & Technology'],"['CHI 2023', 'SIGCHI']",30.0,https://www.youtube.com/watch?v=3lKA2ZBGCPc,9,0.0,machine+learning,2.0,4.5
306,watch?v=218qmMbvGkI,Unlocking the Tacit Knowledge of Data Work in Machine Learning,0,ACM SIGCHI,2023-04-18,['Science & Technology'],"['CHI 2023', 'SIGCHI']",32.0,https://www.youtube.com/watch?v=218qmMbvGkI,0,0.0,machine+learning,2.0,0.0
307,watch?v=3LZeIgbO-dw,Object-based Image classification with Machine Learning algorithms in ArcGIS (Image analysis part 4),1,Abebe,2023-04-18,['Education'],,806.0,https://www.youtube.com/watch?v=3LZeIgbO-dw,20,0.0,machine+learning,2.0,10.0
308,watch?v=dQAjFk_NQaY,Insight Hub: Machine Learning & Data Insights for Pipeline Operators,1,Dynamic Risk,2023-04-18,['People & Blogs'],,216.0,https://www.youtube.com/watch?v=dQAjFk_NQaY,0,0.0,machine+learning,2.0,0.0
309,watch?v=1Cc-x8eZU9o,Model Sketching: Centering Concepts in Early-Stage Machine Learning Model Design,0,ACM SIGCHI,2023-04-18,['Science & Technology'],"['CHI 2023', 'SIGCHI']",31.0,https://www.youtube.com/watch?v=1Cc-x8eZU9o,8,0.0,machine+learning,2.0,4.0
310,watch?v=rizupckFvgs,Drava: Aligning Human Concepts with Machine Learning Latent Dimensions for the Visual Exploration...,0,ACM SIGCHI,2023-04-18,['Science & Technology'],"['CHI 2023', 'SIGCHI']",30.0,https://www.youtube.com/watch?v=rizupckFvgs,2,0.0,machine+learning,2.0,1.0
311,watch?v=bkJ4sq8D75E,O que é Machine Learning?,0,Seja Um Data Scientist,2023-04-18,['Science & Technology'],"['o que é machine learning', 'o que é machine learning exemplos', 'o que é data science e machine learning', 'o que é maching learning', 'o que é matching learning', 'o que é marching learning', 'o que é maching learning exemplos', 'o que é marching learning exemplos', 'o que é matching learning exemplos', 'aprendizado de máquina']",1105.0,https://www.youtube.com/watch?v=bkJ4sq8D75E,308,47.0,machine+learning,2.0,154.0
312,watch?v=7bjy30tParM,Déploiement des modèles de Machine Learning dans la Data Factory de Sodexo,0,Meetup AI Engineering,2023-04-18,['People & Blogs'],,2309.0,https://www.youtube.com/watch?v=7bjy30tParM,36,5.0,machine+learning,2.0,18.0
313,watch?v=M5jUwU5cifs,Team MIC: Machine-Learning Approach to Predicting Thermodilution Cardiac Output w Arterial Waveforms,1,D2K Lab Rice University,2023-04-18,['Education'],,68.0,https://www.youtube.com/watch?v=M5jUwU5cifs,8,0.0,machine+learning,2.0,4.0
314,watch?v=dm_yY-hddvE,How Machine Learning is Transforming the Video Games Industry | AI 101,1,AI and Games,2023-04-18,['Education'],"['machine learning', 'deep learning', 'what is deep learning', 'ai and games', 'artificial intelligence', 'video games', 'artificial intelligence in games', 'game AI', 'game development', 'ai games', 'gamedev AI', 'best AI in games', 'ai and games plus', 'gamedev', 'computer science', 'ai in gaming industry', 'video game ai', 'neural networks', 'deep learning game ai', 'deep learning video games', 'ai in gaming examples', 'what is machine learning', 'machine learning tutorial for beginners', 'machine learning tutorial']",1090.0,https://www.youtube.com/watch?v=dm_yY-hddvE,5,502.0,machine+learning,2.0,2.5
315,watch?v=6HQlD2lk_0w,Author Profiling with Machine Learning Technology,0,PosterLab,2023-04-18,['Education'],,13.0,https://www.youtube.com/watch?v=6HQlD2lk_0w,2,0.0,machine+learning,2.0,1.0
316,watch?v=kEmnkUw0NTs,Machine Learning Series- Universe of Data Science #Day1,0,Krish Naik,2023-04-18,['Education'],"['yt:cc=on', 'what is artificial Intelligence', 'What is machine learning', 'what is deep learning', 'krish naik machine learning playlist']",571.0,https://www.youtube.com/watch?v=kEmnkUw0NTs,9,622.0,machine+learning,2.0,4.5
317,watch?v=Gr12mRJSpEA,Aws with Machine Learning lecture 22 by Vineet Saxena,0,Prutor Ai,2023-04-18,['Education'],,3553.0,https://www.youtube.com/watch?v=Gr12mRJSpEA,1,0.0,machine+learning,2.0,0.5
318,watch?v=452leyqOVIc,Aws with Machine Learning lecture 10 by Vineet Saxena,0,Prutor Ai,2023-04-18,['Education'],,2854.0,https://www.youtube.com/watch?v=452leyqOVIc,1,0.0,machine+learning,2.0,0.5
319,watch?v=R9Xt_bjjzVA,Aws with Machine Learning lecture 08 by Vineet Saxena,0,Prutor Ai,2023-04-18,['Education'],,2925.0,https://www.youtube.com/watch?v=R9Xt_bjjzVA,3,0.0,machine+learning,2.0,1.5
320,watch?v=KxOCuLs4cO8,Aws with Machine Learning lecture 01 by Vineet Saxena,0,Prutor Ai,2023-04-18,['Education'],,2101.0,https://www.youtube.com/watch?v=KxOCuLs4cO8,13,2.0,machine+learning,2.0,6.5
321,watch?v=Ny-P_4uxx9w,671: Cloud Machine Learning — with Kirill Eremenko and Hadelin de Ponteves,0,Super Data Science Podcast with Jon Krohn,2023-04-18,['Science & Technology'],"['SuperDataScience', 'Podcast', 'Super Data Science Podcast', 'Data Science', 'Jon Krohn', 'cloud machine learning', 'cloud machine learning certification', 'cloud computing for data science', 'aws cloud computing for data science', 'aws cloud computing', 'aws cloud computing explained', 'aws database', 'aws services overview', 'aws services explained', 'aws services for data science', 'aws services for data analytics', 'cloudwolf', 'aws certification', 'kirill eremenko', 'hadelin de ponteves']",3699.0,https://www.youtube.com/watch?v=Ny-P_4uxx9w,281,10.0,machine+learning,2.0,140.5
322,watch?v=LcPRlDy3Kxo,Open Machine Learning: ML Trends in Open Science and Open Source,0,InfoQ,2023-04-18,['Science & Technology'],"['Artificial Intelligence', 'Machine Learning', 'Data Engineering', 'Open Source', 'InfoQ', 'QCon', 'Transcript']",2779.0,https://www.youtube.com/watch?v=LcPRlDy3Kxo,289,8.0,machine+learning,2.0,144.5
323,watch?v=roSE2Kn4JHo,Speed limit Traffic Sign detection using Raspberry pi machine learning with Voice announcing feature,1,HVS Technologies,2023-04-18,['Science & Technology'],,274.0,https://www.youtube.com/watch?v=roSE2Kn4JHo,77,2.0,machine+learning,2.0,38.5
324,watch?v=Iyt27zhgyVY,Wanna learn Machine learning for free? | Artificial Intelligence | Digi AI.,0,Digi AI,2023-04-18,['People & Blogs'],,42.0,https://www.youtube.com/watch?v=Iyt27zhgyVY,17,6.0,machine+learning,2.0,8.5
325,watch?v=LfH_h9FcScE,Modelagem Preditiva (Machine Learning) com Linguagem Python - Parte 2/2,0,Data Science Academy,2023-04-17,['Education'],"['Curso Gratuito', 'Curso Gratuíto', 'Curso Gratuito de tecnologia', 'Curso Gratuito de Ciência de Dados', 'Curso Gratuito de Python', 'Curso Gratuito de Python com Análise de Dados', 'Python e o ChatGPT', 'Como aprender Python com o chatGPT', 'Introdução ao Python', 'Python Gratuito', 'Curso de Python Fundamentos', 'Analise de Dados com Python', 'Python para Iniciantes', 'Como Programar em Python', 'Linguagem Python', 'Por Que Devo Aprender Programação', 'Programar Vale a Pena']",250.0,https://www.youtube.com/watch?v=LfH_h9FcScE,73,2.0,machine+learning,3.0,24.333333333333332
326,watch?v=iMt1YxAheIE,Machine Learning com Scikit-Learn -  Prevendo o Salário com Base nas Horas de Estudo,1,Data Science Academy,2023-04-17,['Education'],"['Curso Gratuito', 'Curso Gratuíto', 'Curso Gratuito de tecnologia', 'Curso Gratuito de Ciência de Dados', 'Curso Gratuito de Python', 'Curso Gratuito de Python com Análise de Dados', 'Python e o ChatGPT', 'Como aprender Python com o chatGPT', 'Introdução ao Python', 'Python Gratuito', 'Curso de Python Fundamentos', 'Analise de Dados com Python', 'Python para Iniciantes', 'Como Programar em Python', 'Linguagem Python', 'Por Que Devo Aprender Programação', 'Programar Vale a Pena']",359.0,https://www.youtube.com/watch?v=iMt1YxAheIE,131,6.0,machine+learning,3.0,43.666666666666664
327,watch?v=DZXXec5Y4WA,"Machine Learning Microbit by Bailey, Maqueen Huskylens",0,MakeCode and Hardware,2023-04-17,['People & Blogs'],,79.0,https://www.youtube.com/watch?v=DZXXec5Y4WA,32,2.0,machine+learning,3.0,10.666666666666666
328,watch?v=6ZBLwHkJDwE,4 Facts to Understand the Relationship Between Machine Learning and Deep Learning,0,CogniCore,2023-04-17,['Science & Technology'],,58.0,https://www.youtube.com/watch?v=6ZBLwHkJDwE,35,2.0,machine+learning,3.0,11.666666666666666
329,watch?v=ytQyFze_9HE,Getting Started with Machine Learning: Time frame,0,Galaxy Inferno Codes,2023-04-17,['Science & Technology'],,32.0,https://www.youtube.com/watch?v=ytQyFze_9HE,220,14.0,machine+learning,3.0,73.33333333333333
330,watch?v=0g-XL0WV2xo,Learn Core Machine Learning for FREE | Ultimate Course for Beginners,0,Ayush Singh,2023-04-15,['Education'],"['ayush singh', 'ayush', 'youngest ml engineer', 'youngest data scientist', 'machine learning roadmap']",34366.0,https://www.youtube.com/watch?v=0g-XL0WV2xo,11,849.0,machine+learning,5.0,2.2
331,watch?v=uf6zZfLat-8,Are conscious machines possible? | Oxford professor Michael Wooldridge,0,Big Think,2023-04-14,['Education'],"['Education', 'Educational Videos', 'Videos', 'Faster smarter', 'big think', 'bigthink']",498.0,https://www.youtube.com/watch?v=uf6zZfLat-8,113,3929.0,machine+learning,6.0,18.833333333333332
332,watch?v=41ESgja-d2w,First-ever black hole image 'sharpened' using machine learning,0,VideoFromSpace,2023-04-13,['Science & Technology'],"['image', 'black hole', 'astronomy photography', 'nsf', 'supermassive', 'space.com', 'Fax Machines', 'm87', 'first ever', 'messier 87', 'Event Horizon Telescope', 'sspaleta', 'NOIRLab', 'primo', 'sharpened', 'Principal-component interferometric modeling', 'SC01872']",66.0,https://www.youtube.com/watch?v=41ESgja-d2w,13,341.0,machine+learning,7.0,1.8571428571428572
333,watch?v=5fsv4YgNGyM,What Separates AI From Machine Learning and Deep Learning,1,Elite Tech Royalty,2023-04-12,['Education'],,467.0,https://www.youtube.com/watch?v=5fsv4YgNGyM,221,52.0,machine+learning,8.0,27625
334,watch?v=rnEEHT9-c5I,🔥 Machine Learning Full Course 2023 | Machine Learning Course for Beginners | Simplilearn,0,Simplilearn,2023-04-11,['Education'],"['simplilearn', 'machine learning full course 2023', 'machine learning full course', 'machine learning course for beginners', 'machine learning course', 'ml course', 'ml course with projects', 'ml courses for beginners', 'machine learning course with projects', 'course on machine learning', 'full course on machine learning', 'best machine learning course on youtube', 'courses on machine learning', 'machine learning tutorial', 'ml tutorial', 'ml tutorial for beginners', 'machine learning', 'machine learning basics']",41642.0,https://www.youtube.com/watch?v=rnEEHT9-c5I,3,149.0,machine+learning,9.0,0.3333333333333333
335,watch?v=O1QTi40BoC4,I Added Machine Learning To An Indicator,1,TradingLab,2023-04-10,['Education'],"['stock market', 'stocks', 'chatgpt', 'tradinglab', 'tradinglab indicator', 'I Gave an Ai Bot $30', '000 to Trade Stocks', 'day trading', 'ai', 'artificial intelligence', 'machine learning', 'machine learning indicator', 'machine learning trading']",633.0,https://www.youtube.com/watch?v=O1QTi40BoC4,15,688.0,machine+learning,10.0,1.5
336,watch?v=4RixMPF4xis,AI vs Machine Learning,1,IBM Technology,2023-04-10,['Education'],"['IBM', 'IBM Cloud', 'ai', 'artificialintelligence', 'artificial intelligence', 'ML', 'machinelearning', 'machine learning', 'deep learning', 'deeplearning']",349.0,https://www.youtube.com/watch?v=4RixMPF4xis,85,4254.0,machine+learning,10.0,8.5
337,watch?v=V5c4tVAL5OQ,Unveiling AI's Illusions: with Gary Marcus and Michael Wooldridge,0,Machine Learning Street Talk,2023-04-09,['Film & Animation'],,1428.0,https://www.youtube.com/watch?v=V5c4tVAL5OQ,42,1308.0,machine+learning,11.0,3.8181818181818183
338,watch?v=kIiO4VSrivU,MIT 6.S191: Trustworthy Deep Learning,1,Alexander Amini,2023-04-07,['Science & Technology'],"['deep learning', 'mit', 'artificial intelligence', 'neural networks', 'machine learning', '6s191', '6.s191', 'mit deep learning', 'ava soleimany', 'soleimany', 'alexander amini', 'amini', 'tensorflow', 'computer vision', 'deep mind', 'openai', 'deeplearning', 'ai', 'deep learning python', 'bayesian deep learning', 'evidential deep learning', 'deep evidential regression', 'sensoy', 'evidence', 'prior networks', 'malinin', 'classification', 'regression', 'dirichlet', 'normal', 'gamma', 'distribution', 'uncertainty', 'hot topic', 'confidence', 'neural net']",3230.0,https://www.youtube.com/watch?v=kIiO4VSrivU,14,303.0,machine+learning,13.0,1.0769230769230769
339,watch?v=P-ltAn13FVw,Machine learning Techniques | Types of machine learning algorithms | Ml in hindi | #machinelearning,0,Tech Master Edu,2023-04-07,['Education'],"['types of machine learning', 'machine learning types', 'machine learning algorithms', 'machine learning algorithms explained', 'machine learning tutorial for beginners', 'machine learning', 'types of machine learning with example', 'what is learning in artificial intelligence', 'what is learning', 'artificial intelligence', 'Data science', 'machine learning python', 'machine learning course', 'in hindi', 'machine learning algorithms for data science', 'machine learning algorithm', 'ml', 'aiml', 'Tech Master Edu', 'Ai']",483.0,https://www.youtube.com/watch?v=P-ltAn13FVw,33,12.0,machine+learning,13.0,2.5384615384615383
340,watch?v=g8YSQsBk51M,OpenAI GPT-4: The Game-Changing AI Technology - LIVE with Tesla & Elon Musk,0,GM Gajendra,2023-04-05,['Education'],"['openai', 'openai chatgpt', 'openai chat', 'ai', 'chat gpt', 'chatgpt', 'openai chatbot', 'openai playground', 'open ai', 'openai whisper', 'how to use chatgpt', 'what is chatgpt', 'how to use chat gpt', 'open ai chat gpt', 'openai chatbot gpt', 'chatgpt explained', 'chatgpt tutorial', 'machine learning', 'chat gpt ai', 'openai tutorial', 'openai gpt3', 'gpt4', 'chat gpt4', 'gpt4 news', 'gpt4 vs chatgpt', 'open ai gpt4', 'elon musk', 'elon musk live', 'elon', 'musk', 'elon live', 'musk live', 'gpt-4']",1767.0,https://www.youtube.com/watch?v=g8YSQsBk51M,1,2976.0,machine+learning,15.0,0.06666666666666667
341,watch?v=T8tHmQiYzVA,AVOIDING AGI APOCALYPSE - CONNOR LEAHY,0,Machine Learning Street Talk,2023-04-02,['Film & Animation'],,9614.0,https://www.youtube.com/watch?v=T8tHmQiYzVA,55,1602.0,machine+learning,18.0,3.0555555555555554
